ID,Program_Code,Min_Seniority,Max_Seniority,Origin_State,Days,Travel_Type,Departure_Date,Return_Date,Participant,Total_Participants,First_Communicarion,Last_Communicarion,Cancelled,Discounted,Initial_Date,Region,Company_Sponsor,Product_Type,Type_Low_Seniority,Type_High_Seniority,Type_Seniority,Departure_Month,Type_Low,Type_High,Type,Code_Aggregation,Same_Type_Flag,Enrollment,Participant_Ratio,Participant_Difference,Retained
HN-1566-40610,HN,5,6,AL,5,A,03/08/11,03/12/11,26,30,02/24/10,08/16/10,9,4,03/02/10,Other,0,East Coast,<5,5-8,,March,2,5-8,2-5-8,H,0,0.01572327,0.862068966,4,1
HD-1609-40685,HD,7,7,IA,3,A,05/22/11,05/24/11,21,24,02/26/10,08/23/10,2,3,03/02/10,Other,0,East Coast,5-8,5-8,,May,1,5-8,1-5-8,H,0,0.035772358,0.88,3,1
SK-1637-40707,SK,8,9,PA,5,A,06/13/11,06/17/11,36,39,03/03/10,08/25/10,3,3,03/02/10,Other,0,West,5-8,5-8,5-8-5-8,June,2,2,2-2,S,1,0.073643411,0.926829268,3,0
HD-1680-40631,HD,8,9,CA,7,A,03/29/11,04/04/11,47,50,02/28/10,02/28/10,11,4,03/02/10,Southern California,0,East Coast,5-8,>8,,April,5-8,5-8,5-8-5-8,H,1,0.044603033,0.943396226,3,1
HD-1729-40646,HD,7,7,CA,7,A,04/13/11,04/19/11,30,33,03/05/10,09/19/10,11,3,03/02/10,Southern California,0,East Coast,5-8,5-8,,April,5-8,5-8,5-8-5-8,H,1,0.039946738,0.909090909,3,1
HD-1773-40618,HD,7,8,MO,7,T,03/16/11,03/22/11,52,54,03/11/10,08/26/10,10,1,03/02/10,Other,0,East Coast,5-8,5-8,,March,5-8,5-8,5-8-5-8,H,1,0.064197531,0.962962963,2,1
HD-1898-40685,HD,7,7,IA,3,A,05/22/11,05/24/11,21,24,03/01/10,08/26/10,1,3,03/02/10,Other,0,East Coast,5-8,5-8,5-8-5-8,May,1,1,1-1,H,1,0.035772358,0.88,3,1
HD-1966-40712,HD,8,9,WI,5,A,06/18/11,06/22/11,12,13,03/03/10,09/03/10,1,2,03/02/10,Other,0,East Coast,5-8,5-8,,June,<5,5-8,<5-5-8,H,0,0.029776675,0.923076923,1,0
HC-2024-40606,HC,7,7,MI,6,T,03/04/11,03/09/11,78,85,03/08/10,08/22/10,7,9,03/02/10,Other,0,East Coast,5-8,5-8,,March,5-8,5-8,5-8-5-8,H,1,0.108504399,0.913580247,7,1
HD-2058-40626,HD,8,8,CA,5,A,03/24/11,03/28/11,8,10,03/06/10,03/06/10,2,1,03/02/10,Southern California,0,East Coast,5-8,5-8,5-8-5-8,March,2,2,2-2,H,1,0.014953271,0.8,2,0
HC-2210-40606,HC,7,7,MI,6,T,03/04/11,03/09/11,74,81,03/08/10,08/22/10,5,5,03/02/10,Other,0,East Coast,5-8,5-8,,March,5-8,5-8,5-8-5-8,H,1,0.108504399,0.913580247,7,1
HD-2302-40690,HD,9,12,CO,5,A,05/27/11,05/31/11,14,16,02/27/10,10/02/10,3,2,03/02/10,Other,0,East Coast,>8,>8,,May,1,>8,1->8,H,0,0.092857143,0.866666667,2,0
HD-2320-40588,HD,7,7,OH,4,T,02/14/11,02/17/11,38,43,02/26/10,08/25/10,8,4,03/02/10,Other,0,East Coast,5-8,5-8,5-8-5-8,February,5-8,5-8,5-8-5-8,H,1,0.05,0.88372093,5,1
HD-2335-40618,HD,8,8,MO,3,A,03/16/11,03/18/11,14,16,03/01/10,08/22/10,4,3,03/02/10,Other,0,East Coast,5-8,5-8,,March,5-8,5-8,5-8-5-8,H,1,0.02,0.882352941,2,1
HD-2336-40612,HD,8,8,TX,4,A,03/10/11,03/13/11,5,6,02/26/10,09/30/10,4,0,03/02/10,Dallas,0,East Coast,5-8,5-8,5-8-5-8,March,5-8,5-8,5-8-5-8,H,1,0.006337136,0.833333333,1,1
HD-2481-40590,HD,9,9,IN,3,A,02/16/11,02/18/11,39,43,03/02/10,08/09/10,5,4,03/02/10,Other,0,East Coast,5-8,5-8,,February,5-8,5-8,5-8-5-8,H,1,0.049118388,0.906976744,4,1
CD-2606-40627,CD,7,8,WA,6,A,03/25/11,03/30/11,25,27,03/03/10,08/31/10,4,3,03/02/10,Pacific Northwest,1,East Coast,5-8,5-8,,March,5-8,5-8,5-8-5-8,C,1,0.148571429,0.928571429,2,1
HD-2652-40588,HD,8,8,OH,4,T,02/14/11,02/17/11,38,43,03/06/10,09/02/10,7,4,03/02/10,Other,0,East Coast,5-8,5-8,5-8-5-8,February,5-8,5-8,5-8-5-8,H,1,0.05,0.88372093,5,1
HD-2904-40618,HD,8,8,MO,3,A,03/16/11,03/18/11,14,16,02/25/10,08/18/10,6,1,03/02/10,Other,0,East Coast,5-8,5-8,,March,5-8,5-8,5-8-5-8,H,1,0.02,0.882352941,2,1
HC-3171-40691,HC,8,8,TX,5,A,05/28/11,06/01/11,14,16,03/09/10,03/09/10,4,1,03/02/10,Houston,0,East Coast,5-8,5-8,,May,5-8,5-8,5-8-5-8,H,1,0.1,0.882352941,2,0
CD-3172-40625,CD,9,9,CA,7,A,03/23/11,03/29/11,51,54,03/03/10,08/09/10,2,2,03/02/10,Northern California,1,East Coast,5-8,5-8,,March,1,1,1-1,C,1,0.044545455,0.942307692,3,1
HD-3192-40638,HD,9,9,CA,6,A,04/05/11,04/10/11,25,27,03/08/10,08/15/10,2,3,03/02/10,Northern California,0,East Coast,5-8,5-8,,April,2,5-8,2-5-8,H,0,0.028776978,0.923076923,2,1
HD-3213-40626,HD,9,9,CA,5,A,03/24/11,03/28/11,8,10,03/05/10,03/05/10,0,1,03/02/10,Southern California,0,East Coast,5-8,5-8,5-8-5-8,March,2,2,2-2,H,1,0.014953271,0.8,2,0
HD-3320-40633,HD,8,8,MN,4,A,03/31/11,04/03/11,29,31,03/14/10,09/02/10,2,2,03/02/10,Other,0,East Coast,5-8,5-8,5-8-5-8,April,5-8,5-8,5-8-5-8,H,1,0.03200883,0.935483871,2,1
HN-3406-40693,HN,8,11,TX,4,A,05/30/11,06/02/11,24,27,02/25/10,02/25/10,2,2,03/02/10,Dallas,0,East Coast,>8,>8,,June,1,>8,1->8,H,0,0.0575,0.884615385,3,0
HD-3658-40710,HD,6,7,CA,8,A,06/16/11,06/23/11,32,35,03/22/10,08/22/10,0,3,03/02/10,Northern California,0,East Coast,5-8,5-8,,June,1,1,1-1,H,1,0.072727273,0.914285714,3,1
HD-3682-40631,HD,8,9,CA,7,A,03/29/11,04/04/11,53,56,03/04/10,03/04/10,11,2,03/02/10,Southern California,0,East Coast,5-8,>8,5-8->8,April,5-8,5-8,5-8-5-8,H,1,0.044603033,0.943396226,3,1
SC-3695-40704,SC,8,11,IN,7,A,06/10/11,06/16/11,8,9,,08/20/10,0,1,03/02/10,Other,0,Costa Rica,>8,>8,,June,>8,>8,>8->8,S,1,0.013605442,0.888888889,1,0
HD-3714-40709,HD,7,7,WA,5,A,06/15/11,06/19/11,34,39,03/08/10,08/30/10,15,5,03/02/10,Pacific Northwest,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.052708638,0.87804878,5,1
HD-3814-40688,HD,,,IL,3,A,05/25/11,05/27/11,51,55,02/28/10,08/31/10,7,3,03/02/10,Other,0,East Coast,Undefined,Undefined,,May,5-8,5-8,5-8-5-8,H,1,0.103448276,0.931034483,4,1
HD-4012-40712,HD,8,9,ID,5,A,06/18/11,06/22/11,7,8,03/03/10,03/03/10,1,2,03/02/10,Other,0,East Coast,5-8,5-8,,June,5-8,>8,5-8->8,H,0,0.012589928,0.875,1,0
HD-4060-40670,HD,8,8,OH,4,T,05/07/11,05/10/11,81,88,02/27/10,08/21/10,3,9,03/02/10,Other,1,East Coast,5-8,5-8,5-8-5-8,May,5-8,5-8,5-8-5-8,H,1,0.154,0.916666667,7,1
HD-4101-40710,HD,8,9,CA,8,A,06/16/11,06/23/11,34,37,03/21/10,08/21/10,0,2,03/02/10,Northern California,0,East Coast,5-8,5-8,,June,1,1,1-1,H,1,0.072727273,0.914285714,3,1
HS-55-40594,HS,4,4,CA,3,A,02/20/11,02/22/11,16,17,04/03/10,08/22/10,0,0,03/03/10,Southern California,1,CA History,<5,<5,,February,1,5-8,1-5-8,H,0,0.024539877,0.941176471,1,1
HD-98-40629,HD,7,8,MN,4,A,03/27/11,03/30/11,47,52,03/05/10,08/27/10,4,4,03/03/10,Other,1,East Coast,5-8,5-8,,March,<5,<5,<5-<5,H,1,0.07,0.907407407,5,0
HD-182-40705,HD,8,9,WA,4,A,06/11/11,06/14/11,12,13,,08/21/10,0,1,03/03/10,Pacific Northwest,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.02484472,0.923076923,1,1
HD-378-40690,HD,8,,AZ,5,A,05/27/11,05/31/11,3,4,03/04/10,08/03/10,1,0,03/03/10,Other,0,East Coast,5-8,Undefined,5-8-Undefined,May,5-8,5-8,5-8-5-8,H,1,0.031578947,0.75,1,1
HD-406-40670,HD,7,7,ME,4,A,05/07/11,05/10/11,25,27,03/28/10,09/04/10,1,3,03/03/10,Other,0,East Coast,5-8,5-8,5-8-5-8,May,<5,<5,<5-<5,H,1,0.048327138,0.928571429,2,1
HD-441-40705,HD,8,8,WI,4,A,06/11/11,06/14/11,50,54,03/31/10,08/30/10,9,4,03/03/10,Other,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.095238095,0.925925926,4,1
HD-487-40614,HD,9,9,TX,4,A,03/12/11,03/15/11,5,7,03/01/10,08/27/10,8,3,03/03/10,Houston,0,East Coast,5-8,5-8,5-8-5-8,March,5-8,5-8,5-8-5-8,H,1,0.00660502,0.714285714,2,1
HD-567-40693,HD,7,7,LA,4,A,05/30/11,06/02/11,12,13,03/09/10,08/25/10,9,2,03/03/10,Other,0,East Coast,5-8,5-8,,June,<5,5-8,<5-5-8,H,0,0.019736842,0.923076923,1,1
CD-588-40615,CD,7,7,TX,4,A,03/13/11,03/16/11,23,25,03/05/10,03/05/10,4,2,03/03/10,Houston,0,East Coast,5-8,5-8,,March,1,5-8,1-5-8,C,0,0.103603604,0.92,2,0
HC-620-40704,HC,7,7,WI,4,A,06/10/11,06/13/11,46,49,03/12/10,08/24/10,3,4,03/03/10,Other,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.096280088,0.936170213,3,1
SK-625-40701,SK,7,9,TX,5,A,06/07/11,06/11/11,16,17,04/17/10,08/31/10,2,2,03/03/10,Dallas,0,West,5-8,5-8,,June,5-8,5-8,5-8-5-8,S,1,0.02970297,0.9375,1,0
HC-669-40698,HC,7,7,WY,6,A,06/04/11,06/09/11,13,14,03/03/10,08/10/10,5,1,03/03/10,Other,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.04375,0.933333333,1,0
HD-829-40638,HD,5,5,AL,5,T,04/05/11,04/09/11,25,27,03/09/10,08/18/10,13,1,03/03/10,Other,0,East Coast,<5,<5,,April,2,<5,2-<5,H,0,0.040061633,0.928571429,2,1
HD-953-40670,HD,7,7,ME,4,A,05/07/11,05/10/11,27,29,03/25/10,09/01/10,0,3,03/03/10,Other,0,East Coast,5-8,5-8,,May,<5,5-8,<5-5-8,H,0,0.048327138,0.928571429,2,1
HD-1012-40685,HD,8,10,MI,5,T,05/22/11,05/26/11,25,27,04/16/10,09/01/10,5,3,03/03/10,Other,0,East Coast,5-8,>8,,May,<5,5-8,<5-5-8,H,0,0.113636364,0.925925926,2,0
HD-1122-40698,HD,7,7,MA,4,T,06/04/11,06/07/11,174,193,03/16/10,08/23/10,3,17,03/03/10,Other,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.304587156,0.897297297,19,1
HD-1257-40699,HD,5,7,TX,4,A,06/05/11,06/08/11,22,24,03/04/10,08/13/10,5,3,03/03/10,Dallas,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.074576271,0.916666667,2,0
HD-1354-40632,HD,7,9,WA,5,A,03/30/11,04/03/11,4,5,03/06/10,08/28/10,2,1,03/03/10,Pacific Northwest,0,East Coast,5-8,5-8,,April,2,5-8,2-5-8,H,0,0.021052632,0.8,1,1
HD-1381-40690,HD,8,,AZ,5,A,05/27/11,05/31/11,3,4,03/01/10,07/31/10,2,1,03/03/10,Other,0,East Coast,5-8,Undefined,,May,5-8,5-8,5-8-5-8,H,1,0.031578947,0.75,1,1
HC-1626-40591,HC,7,8,CA,7,A,02/17/11,02/23/11,40,44,03/07/10,08/27/10,0,5,03/03/10,Southern California,0,East Coast,5-8,5-8,,February,2,5-8,2-5-8,H,0,0.071174377,0.909090909,4,1
SC-1815-40651,SC,5,7,CA,7,A,04/18/11,04/24/11,26,27,03/08/10,09/17/10,0,2,03/03/10,Northern California,0,Costa Rica,5-8,5-8,,April,5-8,5-8,5-8-5-8,S,1,0.024366472,0.961538462,1,0
HD-1842-40705,HD,8,8,WI,4,A,06/11/11,06/14/11,50,54,03/23/10,08/22/10,10,4,03/03/10,Other,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.095238095,0.925925926,4,1
HD-1887-40648,HD,7,8,MA,4,T,04/15/11,04/18/11,30,33,03/16/10,08/31/10,2,3,03/03/10,Other,0,East Coast,5-8,5-8,,April,1,5-8,1-5-8,H,0,0.202531646,0.914285714,3,0
HD-1946-40632,HD,7,9,WA,5,A,03/30/11,04/03/11,4,5,03/07/10,08/29/10,1,2,03/03/10,Pacific Northwest,0,East Coast,5-8,5-8,,April,2,2,2-2,H,1,0.021052632,0.8,1,1
HD-2113-40614,HD,8,8,TX,4,A,03/12/11,03/15/11,5,7,03/07/10,09/02/10,8,1,03/03/10,Houston,0,East Coast,5-8,5-8,,March,5-8,5-8,5-8-5-8,H,1,0.00660502,0.714285714,2,1
HD-2207-40629,HD,8,9,MN,4,A,03/27/11,03/30/11,49,54,03/03/10,08/25/10,3,6,03/03/10,Other,1,East Coast,5-8,5-8,,March,<5,5-8,<5-5-8,H,0,0.07,0.907407407,5,0
HD-2244-40685,HD,7,9,MI,5,T,05/22/11,05/26/11,25,27,04/18/10,09/03/10,6,3,03/03/10,Other,0,East Coast,5-8,>8,,May,<5,5-8,<5-5-8,H,0,0.113636364,0.925925926,2,0
HD-2443-40629,HD,7,8,MN,4,A,03/27/11,03/30/11,15,16,03/04/10,09/14/10,2,2,03/03/10,Other,0,East Coast,5-8,5-8,,March,<5,<5,<5-<5,H,1,0.024502297,0.941176471,1,0
HC-2582-40698,HC,8,8,WY,6,A,06/04/11,06/09/11,13,14,03/01/10,08/08/10,6,2,03/03/10,Other,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.04375,0.933333333,1,0
SK-2640-40702,SK,8,9,ID,5,A,06/08/11,06/12/11,5,6,03/05/10,09/04/10,5,0,03/03/10,Other,0,West,5-8,5-8,,June,5-8,5-8,5-8-5-8,S,1,0.006297229,0.833333333,1,0
HD-2721-40704,HD,9,9,WI,5,T,06/10/11,06/14/11,28,30,05/02/10,05/02/10,2,1,03/03/10,Other,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.065909091,0.935483871,2,1
HD-3128-40643,HD,7,8,CA,6,A,04/10/11,04/15/11,35,39,04/08/10,08/18/10,3,3,03/03/10,Northern California,0,East Coast,5-8,5-8,,April,5-8,5-8,5-8-5-8,H,1,0.035,0.897435897,4,1
HD-3324-40705,HD,8,9,WA,4,A,06/11/11,06/14/11,13,14,,08/12/10,0,0,03/03/10,Pacific Northwest,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.02484472,0.923076923,1,1
HD-3332-40706,HD,7,8,WI,5,A,06/12/11,06/16/11,41,48,03/10/10,08/26/10,8,6,03/03/10,Other,0,East Coast,5-8,5-8,,June,<5,<5,<5-<5,H,1,0.197115385,0.854166667,7,1
SK-3399-40701,SK,6,8,TX,5,A,06/07/11,06/11/11,14,15,04/17/10,08/31/10,2,1,03/03/10,Dallas,0,West,5-8,5-8,,June,5-8,5-8,5-8-5-8,S,1,0.02970297,0.9375,1,0
HS-3452-40648,HS,5,5,CA,2,A,04/15/11,04/16/11,36,38,03/05/10,09/16/10,7,1,03/03/10,Southern California,0,CA History,<5,<5,,April,2,<5,2-<5,H,0,0.052777778,0.95,2,0
HD-3532-40698,HD,9,9,MA,4,T,06/04/11,06/07/11,174,193,03/20/10,08/27/10,4,16,03/03/10,Other,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.304587156,0.897297297,19,1
CD-3546-40615,CD,7,7,TX,4,A,03/13/11,03/16/11,22,24,03/08/10,03/08/10,5,3,03/03/10,Houston,0,East Coast,5-8,5-8,,March,1,5-8,1-5-8,C,0,0.103603604,0.92,2,0
HD-3774-40693,HD,9,9,LA,4,A,05/30/11,06/02/11,13,14,03/04/10,08/20/10,8,0,03/03/10,Other,0,East Coast,5-8,5-8,5-8-5-8,June,<5,<5,<5-<5,H,1,0.019736842,0.923076923,1,1
SC-3830-40651,SC,6,8,CA,7,A,04/18/11,04/24/11,24,25,03/03/10,09/12/10,0,2,03/03/10,Northern California,0,Costa Rica,5-8,5-8,,April,5-8,5-8,5-8-5-8,S,1,0.024366472,0.961538462,1,0
HD-3927-40699,HD,6,8,TX,4,A,06/05/11,06/08/11,21,23,03/09/10,08/18/10,5,1,03/03/10,Dallas,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.074576271,0.916666667,2,0
HD-4068-40704,HD,8,8,WI,5,T,06/10/11,06/14/11,30,32,05/04/10,05/04/10,2,1,03/03/10,Other,0,East Coast,5-8,5-8,5-8-5-8,June,5-8,5-8,5-8-5-8,H,1,0.065909091,0.935483871,2,1
HD-4084-40648,HD,8,9,MA,4,T,04/15/11,04/18/11,34,37,03/12/10,08/27/10,1,3,03/03/10,Other,0,East Coast,5-8,5-8,,April,1,5-8,1-5-8,H,0,0.202531646,0.914285714,3,0
HD-77-40708,HD,6,7,CA,5,A,06/14/11,06/18/11,26,28,03/10/10,08/15/10,0,3,03/04/10,Southern California,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.020391517,0.925925926,2,1
HD-110-40613,HD,8,9,TX,5,A,03/11/11,03/15/11,31,35,03/09/10,08/16/10,9,5,03/04/10,Houston,0,East Coast,5-8,5-8,,March,5-8,5-8,5-8-5-8,H,1,0.030421982,0.885714286,4,0
HC-178-40647,HC,8,9,CO,6,A,04/14/11,04/19/11,35,37,04/15/10,08/30/10,5,3,03/04/10,Other,0,East Coast,5-8,5-8,5-8-5-8,April,5-8,5-8,5-8-5-8,H,1,0.043316832,0.945945946,2,1
HD-180-40698,HD,8,8,CA,5,A,06/04/11,06/08/11,4,5,03/07/10,08/16/10,4,0,03/04/10,Northern California,0,East Coast,5-8,5-8,,June,2,5-8,2-5-8,H,0,0.005319149,0.8,1,0
HD-194-40640,HD,9,10,CA,5,A,04/07/11,04/11/11,15,16,03/01/10,10/01/10,3,1,03/04/10,Southern California,0,East Coast,5-8,>8,,April,2,5-8,2-5-8,H,0,0.01305483,0.9375,1,1
HD-253-40684,HD,7,7,OK,4,A,05/21/11,05/24/11,41,44,03/01/10,08/18/10,4,3,03/04/10,Other,0,East Coast,5-8,5-8,5-8-5-8,May,5-8,5-8,5-8-5-8,H,1,0.195454545,0.934782609,3,1
CD-381-40671,CD,7,7,OH,4,T,05/08/11,05/11/11,33,37,03/07/10,08/06/10,4,3,03/04/10,Other,0,East Coast,5-8,5-8,5-8-5-8,May,1,1,1-1,C,1,0.035,0.897435897,4,0
HD-554-40613,HD,7,8,TX,5,A,03/11/11,03/15/11,31,35,03/06/10,08/13/10,9,5,03/04/10,Houston,0,East Coast,5-8,5-8,,March,5-8,5-8,5-8-5-8,H,1,0.030421982,0.885714286,4,0
SM-593-40709,SM,9,10,MN,4,A,06/15/11,06/18/11,4,5,03/08/10,08/31/10,2,0,03/04/10,Other,1,West,5-8,>8,,June,5-8,5-8,5-8-5-8,S,1,0.008888889,0.8,1,0
HD-744-40708,HD,6,7,CA,5,A,06/14/11,06/18/11,26,28,03/12/10,08/17/10,0,1,03/04/10,Southern California,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.020391517,0.925925926,2,1
CD-857-40691,CD,8,13,TX,4,A,05/28/11,05/31/11,13,14,03/02/10,07/31/10,3,2,03/04/10,Dallas,0,East Coast,5-8,>8,5-8->8,May,1,1,1-1,C,1,0.056521739,0.928571429,1,1
HD-868-40698,HD,7,7,CA,5,A,06/04/11,06/08/11,4,5,03/05/10,08/14/10,5,1,03/04/10,Northern California,0,East Coast,5-8,5-8,,June,2,5-8,2-5-8,H,0,0.005319149,0.8,1,0
CD-898-40702,CD,7,7,IA,4,A,06/08/11,06/11/11,14,16,03/04/10,08/30/10,3,1,03/04/10,Other,0,East Coast,5-8,5-8,,June,2,5-8,2-5-8,C,0,0.021994135,0.882352941,2,1
HS-961-40641,HS,4,4,CA,2,A,04/08/11,04/09/11,21,22,03/01/10,08/30/10,6,1,03/04/10,Southern California,0,CA History,<5,<5,<5-<5,April,2,2,2-2,H,1,0.043010753,0.952380952,1,0
HD-1037-40588,HD,7,7,MN,4,A,02/14/11,02/17/11,21,23,03/06/10,08/29/10,1,2,03/04/10,Other,0,East Coast,5-8,5-8,5-8-5-8,February,5-8,5-8,5-8-5-8,H,1,0.031201248,0.909090909,2,1
HD-1123-40656,HD,9,9,CA,5,A,04/23/11,04/27/11,22,24,03/08/10,08/27/10,1,3,03/04/10,Northern California,0,East Coast,5-8,5-8,,April,2,5-8,2-5-8,H,0,0.040540541,0.913043478,2,1
HD-1205-40684,HD,7,7,OK,4,A,05/21/11,05/24/11,45,48,03/05/10,08/22/10,5,2,03/04/10,Other,0,East Coast,5-8,5-8,,May,5-8,5-8,5-8-5-8,H,1,0.195454545,0.934782609,3,1
HC-1401-40625,HC,8,10,MN,5,A,03/23/11,03/27/11,34,36,02/27/10,08/22/10,1,3,03/04/10,Other,0,East Coast,5-8,>8,,March,<5,5-8,<5-5-8,H,0,0.044755245,0.941176471,2,1
HC-1535-40625,HC,8,10,MN,5,A,03/23/11,03/27/11,32,34,03/05/10,08/28/10,2,2,03/04/10,Other,0,East Coast,5-8,>8,,March,<5,<5,<5-<5,H,1,0.044755245,0.941176471,2,1
HS-1621-40641,HS,3,3,CA,2,A,04/08/11,04/09/11,20,21,02/28/10,08/29/10,9,2,03/04/10,Southern California,0,CA History,<5,<5,,April,2,2,2-2,H,1,0.043010753,0.952380952,1,0
SM-1926-40709,SM,8,9,MN,4,A,06/15/11,06/18/11,4,5,03/02/10,08/25/10,3,0,03/04/10,Other,1,West,5-8,>8,5-8->8,June,5-8,5-8,5-8-5-8,S,1,0.008888889,0.8,1,0
SD-1974-40697,SD,9,12,CA,6,A,06/03/11,06/08/11,8,9,03/12/10,03/12/10,3,0,03/04/10,Southern California,0,West,>8,>8,,June,>8,>8,>8->8,S,1,0.008888889,0.888888889,1,0
HD-2425-40640,HD,8,9,CA,5,A,04/07/11,04/11/11,14,15,03/10/10,10/10/10,3,1,03/04/10,Southern California,0,East Coast,5-8,>8,,April,2,5-8,2-5-8,H,0,0.01305483,0.9375,1,1
SD-2675-40697,SD,10,13,CA,6,A,06/03/11,06/08/11,8,9,03/11/10,03/11/10,2,0,03/04/10,Southern California,0,West,>8,>8,>8->8,June,>8,>8,>8->8,S,1,0.008888889,0.888888889,1,0
HD-2944-40618,HD,6,8,CA,7,A,03/16/11,03/22/11,15,17,03/12/10,08/09/10,4,1,03/04/10,Northern California,0,East Coast,5-8,>8,,March,5-8,5-8,5-8-5-8,H,1,0.024615385,0.888888889,2,1
HD-3043-40618,HD,7,9,CA,7,A,03/16/11,03/22/11,16,18,03/14/10,08/11/10,4,3,03/04/10,Northern California,0,East Coast,5-8,>8,,March,5-8,5-8,5-8-5-8,H,1,0.024615385,0.888888889,2,1
HD-3505-40621,HD,6,7,CA,5,A,03/19/11,03/23/11,14,16,03/06/10,09/01/10,2,2,03/04/10,Northern California,0,East Coast,5-8,5-8,,March,1,5-8,1-5-8,H,0,0.1,0.882352941,2,0
CD-3516-40691,CD,8,13,TX,4,A,05/28/11,05/31/11,14,15,03/03/10,08/01/10,2,2,03/04/10,Dallas,0,East Coast,5-8,>8,,May,1,>8,1->8,C,0,0.056521739,0.928571429,1,1
HD-4003-40588,HD,6,6,MN,4,A,02/14/11,02/17/11,21,23,03/04/10,08/27/10,0,3,03/04/10,Other,0,East Coast,5-8,5-8,,February,5-8,5-8,5-8-5-8,H,1,0.031201248,0.909090909,2,1
HC-4162-40647,HC,7,8,CO,6,A,04/14/11,04/19/11,37,39,04/17/10,09/01/10,6,3,03/04/10,Other,0,East Coast,5-8,5-8,5-8-5-8,April,5-8,5-8,5-8-5-8,H,1,0.043316832,0.945945946,2,1
HD-652-40705,HD,,,TX,4,A,06/11/11,06/14/11,3,4,02/28/10,02/28/10,4,1,03/05/10,Dallas,0,East Coast,Undefined,Undefined,,June,1,>8,1->8,H,0,0.006382979,0.75,1,0
HVP-718-40692,HVP,8,8,MI,5,T,05/29/11,06/02/11,83,87,04/28/10,09/12/10,1,5,03/05/10,Other,0,East Coast,5-8,5-8,5-8-5-8,June,<5,<5,<5-<5,H,1,0.234421365,0.951807229,4,1
CD-886-40656,CD,7,7,AZ,4,A,04/23/11,04/26/11,14,15,02/28/10,08/18/10,1,1,03/05/10,Other,0,East Coast,5-8,5-8,,April,1,1,1-1,C,1,0.138888889,0.9375,1,1
HD-1658-40691,HD,8,9,TX,4,A,05/28/11,05/31/11,18,20,03/07/10,08/13/10,7,3,03/05/10,Houston,0,East Coast,5-8,5-8,,May,1,5-8,1-5-8,H,0,0.045112782,0.9,2,0
CD-1747-40656,CD,9,9,AZ,4,A,04/23/11,04/26/11,15,16,03/04/10,08/22/10,3,2,03/05/10,Other,0,East Coast,5-8,5-8,5-8-5-8,April,1,1,1-1,C,1,0.138888889,0.9375,1,1
HD-1984-40632,HD,6,7,WA,5,A,03/30/11,04/03/11,19,20,03/08/10,08/13/10,2,1,03/05/10,Pacific Northwest,0,East Coast,5-8,5-8,5-8-5-8,April,5-8,5-8,5-8-5-8,H,1,0.038,0.95,1,0
HD-2567-40685,HD,8,8,KS,3,A,05/22/11,05/24/11,8,9,03/08/10,08/17/10,0,0,03/05/10,Other,0,East Coast,5-8,5-8,,May,5-8,5-8,5-8-5-8,H,1,0.044198895,0.888888889,1,1
HD-2597-40698,HD,8,9,TX,4,A,06/04/11,06/07/11,8,9,03/08/10,08/23/10,6,0,03/05/10,Dallas,0,East Coast,5-8,5-8,,June,5-8,5-8,5-8-5-8,H,1,0.021052632,0.888888889,1,1
CD-2709-40699,CD,9,9,MN,4,A,06/05/11,06/08/11,46,49,03/07/10,08/25/10,2,2,03/05/10,Other,0,East Coast,5-8,5-8,,June,1,1,1-1,C,1,0.052272727,0.93877551,3,1
HD-2739-40691,HD,8,9,TX,4,A,05/28/11,05/31/11,19,21,03/01/10,08/07/10,9,3,03/05/10,Houston,0,East Coast,5-8,5-8,,May,1,5-8,1-5-8,H,0,0.045112782,0.9,2,0
HD-3208-40711,HD,8,9,OR,5,A,06/17/11,06/21/11,16,17,03/05/10,03/05/10,9,2,03/05/10,Pacific Northwest,0,East Coast,5-8,>8,,June,5-8,5-8,5-8-5-8,H,1,0.055016181,0.944444444,1,0
